Fecha de la orden;SKU;Modelo;Producto;Color;Talla;Cant. ordenada;Vendedor;FECHA
25/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;mayo-2026
25/05/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Sambil Valencia;mayo-2026
25/05/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Sambil Valencia;mayo-2026
25/05/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;La Grieta;mayo-2026
25/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;-1,00;La Grieta;mayo-2026
25/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;mayo-2026
25/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Sambil Valencia;mayo-2026
25/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Grandplaz ;mayo-2026
25/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;mayo-2026
25/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;mayo-2026
26/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;mayo-2026
26/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Chacao ;mayo-2026
26/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Cerro Verde ;mayo-2026
26/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;mayo-2026
26/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;La Grieta;mayo-2026
26/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Cerro Verde ;mayo-2026
26/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;mayo-2026
26/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Tolon;mayo-2026
26/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Tolon;mayo-2026
26/05/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;La Grieta;mayo-2026
26/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Valencia;mayo-2026
27/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
27/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;mayo-2026
27/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Grandplaz ;mayo-2026
27/05/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Cerro Verde ;mayo-2026
27/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Cerro Verde ;mayo-2026
27/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;mayo-2026
27/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;mayo-2026
27/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Grandplaz ;mayo-2026
27/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Grandplaz ;mayo-2026
27/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Valencia;mayo-2026
27/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Valencia;mayo-2026
27/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Chacao ;mayo-2026
27/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;mayo-2026
27/05/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Cerro Verde ;mayo-2026
27/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Cerro Verde ;mayo-2026
27/05/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Sambil Chacao ;mayo-2026
27/05/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Sambil Chacao ;mayo-2026
27/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;mayo-2026
27/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Chacao ;mayo-2026
28/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;La Grieta;mayo-2026
28/05/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Grandplaz ;mayo-2026
28/05/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Cerro Verde ;mayo-2026
28/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
28/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;La Grieta;mayo-2026
28/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Valencia;mayo-2026
28/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Chacao ;mayo-2026
28/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;mayo-2026
28/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
28/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;-1,00;Sambil Chacao ;mayo-2026
28/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
28/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Sambil Valencia;mayo-2026
28/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
28/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Valencia;mayo-2026
28/05/2026;PONC01EQ;PONCHO ADULTO;[PONC01EQ] PONCHO ADULTO (AGUAMARINA);Aguamarina;Adulto;1,00;La Grieta;mayo-2026
28/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;mayo-2026
28/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;mayo-2026
29/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Chacao ;mayo-2026
29/05/2026;BAC13BF;BACKPACK FLEX;[BAC13BF] BACKPACK FLEX (Azul Rey);Azul Rey;�nica;1,00;Sambil Valencia;mayo-2026
29/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Chacao ;mayo-2026
29/05/2026;PONC12EQ;PONCHO KIDS;[PONC12EQ] PONCHO KIDS (Azul Marino);Azul Marino;Kids;1,00;Cerro Verde ;mayo-2026
29/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Chacao ;mayo-2026
29/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;mayo-2026
29/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Valencia;mayo-2026
29/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;mayo-2026
29/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;La Grieta;mayo-2026
29/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;mayo-2026
29/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Cerro Verde ;mayo-2026
29/05/2026;PONKI63EQ;PONCHO KIDS;[PONKI63EQ] PONCHO KIDS (Verde Agua);Verde Agua;Kids;1,00;Cerro Verde ;mayo-2026
29/05/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Cerro Verde ;mayo-2026
29/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;mayo-2026
30/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;mayo-2026
30/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;mayo-2026
30/05/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Valencia;mayo-2026
30/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;2,00;La Grieta;mayo-2026
30/05/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;La Grieta;mayo-2026
30/05/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Cerro Verde ;mayo-2026
30/05/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Sambil Valencia;mayo-2026
30/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
30/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;mayo-2026
30/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Chacao ;mayo-2026
30/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
30/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
30/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;La Grieta;mayo-2026
30/05/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;mayo-2026
30/05/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Sambil Chacao ;mayo-2026
30/05/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;La Grieta;mayo-2026
30/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;mayo-2026
30/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Valencia;mayo-2026
30/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
30/05/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Valencia;mayo-2026
30/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Valencia;mayo-2026
30/05/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Chacao ;mayo-2026
30/05/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Sambil Valencia;mayo-2026
30/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;mayo-2026
31/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;mayo-2026
31/05/2026;PONC43EQ;PONCHO KIDS;[PONC43EQ] PONCHO KIDS (Negro);Negro;Kids;1,00;La Grieta;mayo-2026
31/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;mayo-2026
31/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;mayo-2026
31/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;mayo-2026
31/05/2026;PONKI63EQ;PONCHO KIDS;[PONKI63EQ] PONCHO KIDS (Verde Agua);Verde Agua;Kids;1,00;Sambil Chacao ;mayo-2026
31/05/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Tolon;mayo-2026
31/05/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Sambil Valencia;mayo-2026
31/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Valencia;mayo-2026
31/05/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;2,00;Sambil Valencia;mayo-2026
31/05/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Chacao ;mayo-2026
31/05/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Sambil Chacao ;mayo-2026
31/05/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (gris);Gris;�nica;1,00;Sambil Chacao ;mayo-2026
01/06/2026;BAC13BF;BACKPACK FLEX;[BAC13BF] BACKPACK FLEX (Azul Rey);Azul Rey;�nica;1,00;Tolon;junio-2026
01/06/2026;PONC01EQ;PONCHO ADULTO;[PONC01EQ] PONCHO ADULTO (AGUAMARINA);Aguamarina;Adulto;1,00;Sambil Chacao ;junio-2026
01/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
01/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;Sambil Valencia;junio-2026
01/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
01/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
02/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
02/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
02/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
02/06/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Cerro Verde ;junio-2026
02/06/2026;PONKI63EQ;PONCHO KIDS;[PONKI63EQ] PONCHO KIDS (Verde Agua);Verde Agua;Kids;1,00;Cerro Verde ;junio-2026
02/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Sambil Valencia;junio-2026
02/06/2026;PONKI30EQ;PONCHO KIDS;[PONKI30EQ] PONCHO KIDS (Gris Claro);Gris Claro;Kids;1,00;La Grieta;junio-2026
02/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
02/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;Grandplaz ;junio-2026
02/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
02/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Sambil Chacao ;junio-2026
02/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
02/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
02/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
02/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;WEB;junio-2026
02/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
02/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
02/06/2026;BAC13BF;BACKPACK FLEX;[BAC13BF] BACKPACK FLEX (Azul Rey);Azul Rey;�nica;1,00;Pedidos;junio-2026
02/06/2026;PONC43EQ;PONCHO KIDS;[PONC43EQ] PONCHO KIDS (Negro);Negro;Kids;1,00;Sambil Valencia;junio-2026
02/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
03/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Tolon;junio-2026
03/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
03/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
03/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
03/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;WEB;junio-2026
03/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;junio-2026
03/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;WEB;junio-2026
03/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
03/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
03/06/2026;PONC12EQ;PONCHO KIDS;[PONC12EQ] PONCHO KIDS (Azul Marino);Azul Marino;Kids;1,00;Tolon;junio-2026
03/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Valencia;junio-2026
03/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
03/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;La Grieta;junio-2026
03/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;WEB;junio-2026
03/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Cerro Verde ;junio-2026
03/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;Sambil Valencia;junio-2026
03/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
03/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
03/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;La Grieta;junio-2026
03/06/2026;PONC01EQ;PONCHO ADULTO;[PONC01EQ] PONCHO ADULTO (AGUAMARINA);Aguamarina;Adulto;1,00;Sambil Chacao ;junio-2026
03/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
03/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Cerro Verde ;junio-2026
03/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;junio-2026
03/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Valencia;junio-2026
03/06/2026;BAC13BF;BACKPACK FLEX;[BAC13BF] BACKPACK FLEX (Azul Rey);Azul Rey;�nica;1,00;Sambil Chacao ;junio-2026
03/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Tolon;junio-2026
04/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
04/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Valencia;junio-2026
04/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;La Grieta;junio-2026
04/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Sambil Valencia;junio-2026
04/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
04/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;La Grieta;junio-2026
04/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
04/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;Cerro Verde ;junio-2026
04/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;La Grieta;junio-2026
04/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Valencia;junio-2026
04/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Chacao ;junio-2026
04/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Tolon;junio-2026
04/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Tolon;junio-2026
04/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
04/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;La Grieta;junio-2026
04/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;La Grieta;junio-2026
04/06/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;2,00;La Grieta;junio-2026
04/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Chacao ;junio-2026
04/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Sambil Valencia;junio-2026
05/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
05/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
05/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
05/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Valencia;junio-2026
05/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
05/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;2,00;Cerro Verde ;junio-2026
05/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Sambil Valencia;junio-2026
